locus_name	seed	end	ratio
LOC_Os01g01120	280.849265965101	14.8779527945715	0.0857150077838165
LOC_Os01g01190	816.872881971268	50.2938579055092	0.0801934391569322
LOC_Os01g01280	57.0397071739909	0.389618595420897	0.0753165647821403
LOC_Os01g01340	779.10347721906	0	0.00490642270001808
LOC_Os01g01360	280.6491511915	0	0.0135029371852316
LOC_Os01g01380	182.207477261247	44.7744742584014	0.313068518221579
LOC_Os01g01470	148.906488906296	11.6205075468504	0.132492128590799
LOC_Os01g01520	498.448748847553	9.63595040716574	0.0355977905333806
LOC_Os01g01650	132.561157615151	0	0.0281626471244211
LOC_Os01g01660	3283.32541167235	19.3848809653178	0.00916329025618325
LOC_Os01g01870	270.306215383671	25.4684765681351	0.134952332500485
LOC_Os01g01970	191.467835614849	5.86788616371327	0.0657536019912998
LOC_Os01g02020	781.954559763251	1.36506914132345	0.00798310069670272
LOC_Os01g02040	1325.68342661717	22.0218979472715	0.0250191485793702
LOC_Os01g02060	166.60668193048	24.9580550245423	0.211849153636636
LOC_Os01g02080	157.200542267799	3.30192965962547	0.0573515762449817
LOC_Os01g02139	165.094684333495	24.3469500417551	0.209554718882138
LOC_Os01g02150	778.664801657629	4.56956430451039	0.0141700039410309
LOC_Os01g02290	232.66377183136	4.11205611217403	0.0440382921140611
LOC_Os01g02300	349.247188377506	37.3252079673444	0.14365831194386
LOC_Os01g02900	399.233996219346	0	0.00953037138984682
LOC_Os01g02920	220.008319116054	0.823762931274031	0.0239454183207466
LOC_Os01g02930	165.059210859495	29.4034893763195	0.243626584737353
LOC_Os01g02940	2446.16115674303	295.176485782507	0.134176253794181
LOC_Os01g03040	169.872995913624	18.9841906299555	0.167973069665636
LOC_Os01g03100	178.707264797432	7.39994519829642	0.0815285394392249
LOC_Os01g03130	125.860497460212	0	0.0296175852363551
LOC_Os01g03180	404.783100109045	9.13497613213646	0.0421394623246303
LOC_Os01g03190	137.595558339437	11.7082146655312	0.143704305855556
LOC_Os01g03310	28.1867727110325	0	0.119939783189387
LOC_Os01g03330	29.5672558779472	0	0.114983721504299
LOC_Os01g03340	1302.54409974038	0.782045305542409	0.00404902362030358
LOC_Os01g03360	293.099726728619	0	0.0129367664888476
LOC_Os01g03390	75.8930371533611	5.08469854337597	0.146568716350615
LOC_Os01g03490	1415.03429485633	30.9022964578007	0.030847417328135
LOC_Os01g03549	229.220030262126	0	0.0164825979621608
LOC_Os01g03690	857.062010302226	59.7727432493116	0.0887837422890743
LOC_Os01g03730	371.054659748323	28.8412646582377	0.109500485450248
LOC_Os01g03740	205.420525807047	0	0.0183571743838566
LOC_Os01g03750	708.735215861854	54.6298044249725	0.0990762423604804
LOC_Os01g03870	702.079206424384	4.59744340412774	0.0157613413567727
LOC_Os01g03890	376.617275957695	0	0.0100969130912894
LOC_Os01g03900	27.026905214274	0	0.124446446879267
LOC_Os01g03914	408.151519772734	20.9225149007744	0.0771476127417856
LOC_Os01g03940	196.126165592406	7.40836954239827	0.074529210489043
LOC_Os01g03950	4100.84603672941	72.3019127314163	0.022133729817911
LOC_Os01g03980	1077.14585891076	103.543924595471	0.11519355932667
LOC_Os01g04010	1543.02709872552	239.439838280102	0.174095312008596
LOC_Os01g04050	308.239128408662	3.12537310746902	0.0288144311268133
LOC_Os01g04080	335.062955288665	0	0.0113349328228339
LOC_Os01g04280	503.273251953758	0	0.00757512798165038
LOC_Os01g04330	777.685483245513	0	0.0049153248978094
LOC_Os01g04340	13.598313584928	0	0.220270054046578
LOC_Os01g04360	67.1466070710898	0	0.0541141474125336
LOC_Os01g04370	595.783975460198	29.723593903447	0.0704365908544259
LOC_Os01g04380	344.698818669327	11.8054884431087	0.0591531372640552
LOC_Os01g04520	53.3243471430419	0	0.0671985387759179
LOC_Os01g04580	26.7796148461033	3.91022652771205	0.323145281340944
LOC_Os01g04640	46.6594388321593	0	0.0760671376233007
LOC_Os01g04660	49.7050280681625	4.85482914043562	0.211127891965977
LOC_Os01g04690	22.5296074932986	0	0.145669439749049
LOC_Os01g04710	5155.28588451062	478.897359911231	0.101124435725738
LOC_Os01g04720	661.739594595849	51.0998686144511	0.100086658035033
LOC_Os01g04800	166.074172038683	0	0.0226080369849196
LOC_Os01g04870	103.990112002855	8.22374945809825	0.147174375405988
LOC_Os01g04950	1090.518695911	109.333752956456	0.119511521621845
LOC_Os01g05064	115.382329102308	6.0573409745779	0.109468091588329
LOC_Os01g05080	320.952354338439	18.8784925082761	0.0901532780392595
LOC_Os01g05430	351.658271118152	68.9846761979094	0.240861890023873
LOC_Os01g05440	20.5132463154925	1.16885578626269	0.242435678383445
LOC_Os01g05480	243.669926165192	12.4649869387681	0.0864385730189906
LOC_Os01g05710	49.6241289826101	5.46027656529379	0.226487510059808
LOC_Os01g05744	110.409479928585	20.0611454921253	0.263910328274996
